arid_temp1,arid_temp2,arid_temp3,arid_temp4,arid_temp5
a.gal10.n,2.44,,,0.0177038938582617
a.gal10.n,2.45,,,0.0177484423484482
a.gal10.n,2.46,,,0.0177930879939766
a.gal10.n,2.47,,,0.0178378309641578
a.gal10.n,2.48,,,0.0178826714284829
a.gal10.n,2.49,,,0.0179276095566235
a.gal10.n,2.5,,,0.0179726455184308
a.gal10.n,2.51,,,0.0180177794839366
a.gal10.n,2.52,,,0.0180630116233519
a.gal10.n,2.53,,,0.0181083421070679
a.gal10.n,2.54,,,0.0181537711056552
a.gal10.n,2.55,,,0.0181992987898639
a.gal10.n,2.56,,,0.0182449253306236
a.gal10.n,2.57,,,0.0182906508990427
a.gal10.n,2.58,,,0.0183364756664093
a.gal10.n,2.59,,,0.0183823998041901
a.gal10.n,2.6,,,0.0184284234840307
a.gal10.n,2.61,,,0.0184745468777555
a.gal10.n,2.62,,,0.0185207701573675
a.gal10.n,2.63,,,0.0185670934950479
a.gal10.n,2.64,,,0.0186135170631567
a.gal10.n,2.65,,,0.0186600410342317
a.gal10.n,2.66,,,0.0187066655809889
a.gal10.n,2.67,,,0.0187533908763222
a.gal10.n,2.68,,,0.0188002170933033
a.gal10.n,2.69,,,0.0188471444051815
a.gal10.n,2.7,,,0.0188941729853837
a.gal10.n,2.71,,,0.0189413030075141
a.gal10.n,2.72,,,0.0189885346453542
a.gal10.n,2.73,,,0.0190358680728625
a.gal10.n,2.74,,,0.0190833034641744
a.gal10.n,2.75,,,0.0191308409936022
a.gal10.n,2.76,,,0.0191784808356348
a.gal10.n,2.77,,,0.0192262231649377
a.gal10.n,2.78,,,0.0192740681563526
a.gal10.n,2.79,,,0.0193220159848975
a.gal10.n,2.8,,,0.0193700668257664
a.gal10.n,2.81,,,0.0194182208543292
a.gal10.n,2.82,,,0.0194664782461317
a.gal10.n,2.83,,,0.0195148391768951
a.gal10.n,2.84,,,0.0195633038225162
a.gal10.n,2.85,,,0.0196118723590671
a.gal10.n,2.86,,,0.0196605449627947
a.gal10.n,2.87,,,0.0197093218101214
a.gal10.n,2.88,,,0.0197582030776439
a.gal10.n,2.89,,,0.0198071889421341
